,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
163,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
164,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
165,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
166,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
167,    BSC Solutions Inc,"
Understand and effectively use the systems and tools utilized to process and analyze data from product research testing....","Roswell, GA",,Statistician I,,,
168,    MobileDev Power,"
Looking for a data scientist developer for an Atlanta based project. Looking for a mid to senior level data scientists for our company located in Atlanta, GA...","Atlanta, GA",,Data Scientist with Predictive Modeling + Big Data,,,
169,    ANALYTICA,"
Experience with analyzing longitudinal and survival data (including interval-censored data) based on complex survey designs....","Atlanta, GA",,Sr. Statistical Programming Support Engineer,,,
170,    Home Depot,"
Operates under the supervision and mentorship of more experienced managers and data scientists. 20%-Leverages data analytics tools to create new dashboards,...","Atlanta, GA",,Data Analyst Supply Chain,,,
171,    The Rainmaker Group,"
Statistics, data analysis:. Minimum of 2 years hands-on experience in performing data analysis including manipulating large and diverse data, cleaning data, and...","Alpharetta, GA 30022",,Data Scientist,,,
172,    Ga. Dept. of Admin. Services,"
Statistical Data Analyst. Strong data research and analysis skills for the position of Statistical Data....","Atlanta, GA",41000.0,Statistical Data Analyst,,,41000.0
173,    Acro Service Corporation,"
It uses the Oracle iStore application to collect orders by scientists and laboratorians. Designs and develops a data system to accomplish system required...","Atlanta, GA",,Business Process Consultant,,,
174,    Equifax,"
Activities would include design of questionnaires, coordination/managing of projects and timelines with internal departments/external vendors, data processing...","Atlanta, GA 30328",,Consumer Research Analyst,,,
175,"    SolTech, Inc","
As a data scientist, you will be part of the Technology team at this company. Your responsibilitiesCrafting state-of-the-art algorithms and models to solve the...","Atlanta, GA 30305 (Buckhead area)",,Data Scientist,,,
176,    JMG Talent Solutions,"
Data Scientist-Econometrics,Optimization & Quantitative Finance. Must be a self-starter with advanced math and hands-on programming skills who is comfortable...","Atlanta, GA",,R Programmer - Data Scientist,,,
177,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
178,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
179,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
180,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
181,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
182,    CP Kelco,"
Manage price change execution, including data integrity and consistency. Drive continual improvements to business dashboards through expanding data and...","Atlanta, GA",,"Business Analyst, Sales and Marketing Research & Analysis",,,
183,    Net2Source,"
Data Scientist, Statistical Modelling, Machine Learning, Statistical modelling, Visualization. Is one of the fastest growing IT Consulting company across USA....","Alpharetta, GA",,Data Scientist,,,
184,"    Intercontinental Exchange, Inc.","
Investigate and manage large data sets. The Quantitative Analyst will join a growing financial engineering team that researches, implements, prototypes, and...","Atlanta, GA 30328",,Quantitative Analyst (5051),,,
185,    Oak Ridge Associated Universities,"
Experience analyzing national survey data sets is desired. Experience analyzing data using R and SAS is required....","Atlanta, GA",,STD Statistical Analysis Fellowship -- CDC,,,
186,    PreVisor,"
Knowledgeable in SPSS and data analysis programs. Contribute to the ongoing development, validation, revision, and management of assessments and solutions and...","Atlanta, GA",,Associate Research Scientist - 6-month intern position,,,
187,    Reed Elsevier,"
The incumbent will have a firm understanding of data mining, statistical methods, and multiple modeling/scoring techniques....","Alpharetta, GA",,Associate Statistical Modeler,,,
188,    Georgia Tech Research Institute,"
The candidate would support all aspects of GTRI’s efforts in building a health data analysis platform and analyzing health data ranging from claims, clinical,...","Atlanta, GA 30318 (Rockdale area)",,Health IT - Analytics Specialist,,,
189,    Exponent,"
Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve...","Atlanta, GA 30326 (Buckhead area)",,Senior Associate,,,
190,    Charter Global Inc,"
Data Modeling skills*. Cassandra specialist with Data Science background.*. 6-12 Months Contract*....","Atlanta, GA 30328",,Data Scientist / Data Modeler,,,
191,    UPtv,"
Manager, Data & Analysis. Digital data analysis, and how to effectively communicate optimization. An experienced Digital....","Atlanta, GA",,"Manager, Data & Analysis",,,
192,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
193,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
194,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
195,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
196,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
197,    Oak Ridge Associated Universities,"
Conducting data analysis to generate the characteristics of the simulation population. Conducting a systematic review, meta-analysis, or original data analysis...","Atlanta, GA",,Statistical/Mathematical Modeler,,,
198,    SunTrust,"
Statistical Modeler-264681 Description • Develop or analyze statistical & quantitative models. Research best practices and new technologies. • Perform","Atlanta, GA",,Statistical Modeler,,,
199,    KPMG,"
Strong experience in leading and delivering data integration or data analysis projects. Lead the design and development of tools and solutions working with data...","Atlanta, GA 30338",,Sr. Manager - Data Analytics,,,
