,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
327,    Kaiser Permanente,"
Assure that all data collection methods in an assigned research study are consistent and comply with CHR data management specifications....","Portland, OR",,Statistical Research Analyst I,,,
328,    Goldstar,"
Data scientists are in high demand. ETL processes and data pipelines. Goldstar.com is looking for an experienced data scientist with a programming background to...","Portland, OR",,Data Science Engineer,,,
329,    Oregon Health & Science University,"
Processing those data and creation of analytic data sets. Demonstrated experience in claims data management and analysis, such as Medicare, Medicaid, and...","Portland, OR",60000.0,Statistical Analyst,,,60000.0
330,    comScore,"
Senior Data Scientist. Investigate data issues, including client-reported concerns, and assist with problem resolution....","Portland, OR",,Senior Data Scientist,,,
331,    Intel,"
2+ years of experience leading a team of Data Scientists or analytics professionals. As a Senior Applied Data Scientist you will have the opportunity to work in...","Hillsboro, OR 97124",,Senior Applied Data Scientist,,,
332,"    Multnomah County, OR","
Experience conducting data analyses that link program and clinical data to population health data. Proficiency working with large data sets....","Portland, OR",78195.5,Research Evaluation Analyst Senior,,,78195.5
336,    Providence Health & Services,"
+ Be capable of performing pre-analytical, analytical and post-analytical duties including specimen evaluation, data analysis, and instrument maintenance and...","Newberg, OR 97132",,Medical Technologist,,,
337,    State of Washington,"
Forensic Scientists who process evidence that assists in prosecuting criminal cases; Are you looking for:....","Vancouver, WA",7900.0,Vancouver Crime Lab Manager,,7900.0,
338,    Washington State Government,"
Forensic Scientists who process evidence that assists in prosecuting criminal cases; The Senior Telecommunication Specialist may be assigned to perform system...","Vancouver, WA",5893.0,Public Safety Communications Technician - Senior Telecommunications Specialist - Vancouver,,5893.0,
339,    Kaiser Permanente,"
Substantial experience and success leading multidisciplinary groups of scientists. Acknowledgement of the potential importance of Kaiser Permanente’s data...","Portland, OR",,"Vice President, Health Research and Director, Center for Health Research -- Northwest and Hawaii",,,
343,    DiscoverOrg,"Verify entered data by reviewing, deleting, or modifying data. Prepare source data for entry by compiling and organizing data and researching incomplete or...","Vancouver, WA",,Corporate Research Analyst,,,
350,    adidas Group,"
Depending on project, they will be responsible for both architecture and implementation that facilitates the seamless flow of data across mobile and web...","Portland, OR",,Manager Future (Software Engineer Android - Digital Sport),,,
351,    Cabot Microelectronics,"
Basic computer skills (Microsoft office, data analysis). Basic experience in data analysis software (JMP, etc.)....","Hillsboro, OR 97124",,Engineering Technician,,,
352,    adidas Group,"
They will work together with UX designers, mobile/backend/frontend developers, hardware engineers, scientists, infrastructure teams, and other diverse sets of...","Portland, OR",,Manager Future (Software Engineer Fullstack Node.js Developer),,,
353,    adidas Group,"
Stuff working directly with scientists, researchers, designers, and variety of different. Depending on project, they will be responsible for both architecture...","Portland, OR",,Manager Future (Software Engineer iOS - Digital Sport),,,
354,"    comScore, Inc.","
Senior Director, Data Scientist. Built on precision and innovation, our unmatched data footprint combines proprietary digital, TV and movie intelligence with...","Portland, OR 97220 (Parkrose area)",,"Project Manager, Quality Control",,,
355,    Oregon Health & Science University,"
Demonstrates ability to collect research data with precision and accuracy. The Clinical RN demonstrates the professional role obligations of scientist, leader,...","Portland, OR",,"Registered Nurse- Clinical RN, (PT Nights)",,,
356,    Providence Health & Services,"
+ Be responsible for performing complex pre-analytical, analytical and post-analytical duties including specimen evaluation, data analysis, instrument...","Milwaukie, OR 97222 (Milwaukie Business-Industry area)",,Senior Medical Technologist,,,
357,    Strategic IT Staffing,"
Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....","Portland, OR",,Senior DevOps Engineer,,,
358,    Themesoft Inc,"
Demonstrated experience developing enterprise scale ETL processes with very large datasets• Demonstrated experience developing distributed solutions on Hadoop...","Beaverton, OR 97005 (Central Beaverton area)",95d,Hadoop/ SME Architect,,,95d
359,    Pacific Light Technologies,"
The ability to learn new data analysis tools. Knowledge of statistical data analysis software like JMP or equivalent....","Portland, OR 97201 (Homestead area)",,Jr. Test Engineer,,,
365,    adidas Group,"
They will work together with UX designers, mobile/backend/frontend developers, hardware engineers, scientists, infrastructure teams, and other diverse sets of...","Portland, OR",,Senior Manager Future (Sr. Software Engineer Backend Node.js Developer),,,
366,    CDK Global,"
From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","Portland, OR",,User Experience Designer III,,,
367,"    Cornerstone Environmental Group, LLC","
Environmental Scientist / Compliance Project Manager. More focus on the analysis of data. Collect, monitor and analyze environmental monitoring data (air,...","Portland, OR",,Environmental Scientist/Compliance Project Manager,,,
368,    Edgelink,"
Your experience with Data tools like Excel, SQL, R and Julia, with the ability to gather, organize and analyze data will be paramount....","Portland, OR 97204 (Downtown area)",,Data Analyst/Scientist,,,
369,    DiscoverOrg,"
Verify entered data by reviewing, deleting, or modifying data. Prepare source data for entry by compiling and organizing data and researching incomplete or...","Vancouver, WA 98661 (Bagley Downs area)",,Corporate Research Analyst - 2:00AM Start Time,,,
370,"    Geosyntec Consultants, Inc.","
GPS data collection and post-processing; Interpretation of laboratory reports and analysis of data; Geosyntec is seeking an entry-level environmental engineer...","Portland, OR 97204 (Downtown area)",,Project Specialist – Engineer or Scientist (40261),,,
371,    SolarWorld,"
Experience in statistical data analysis is beneficial. Write run-sheets for simple tests with instruction from engineering Compile datasets to support ETNs...","Hillsboro, OR",,Engineering Technician,,,
372,    Oregon Health & Science University,"
Demonstrates ability to collect research data with precision and accuracy. The Clinical RN demonstrates the professional role obligations of scientist, leader,...","Portland, OR",,"Registered Nurse- Clinical RN, (PT Nights)- Resource",,,
373,    Providence Health & Services,"
+ Certification or Registry (Clinical Laboratory Scientist (CLS) /Medical Technologist (MT)) from a government agency or nationally recognized professional...","Portland, OR 97240 (Hosford area)",,Medical Laboratory Technician,,,
374,    nLIGHT,"
Provide mentorship to junior engineers and scientists throughout the company. Solid analytical and problem-solving skills, including problem identification,...","Vancouver, WA",,Principal Investigator Advanced Technology Semiconductor Lasers,,,
380,    Providence Health & Services,"
This individual also analyzes and evaluates existing or proposed systems and devices or modifies procedures to process data and solve problems....","Portland, OR 97240 (Hosford area)",,Senior Application Analyst- Clinical Research,,,
