,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
164,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Austin, TX",,Data Scientist – Predictive Analytics,,,
165,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
166,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
167,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
168,    ASSURANT,"
In this role, the Data Scientist incorporates techniques across many disciplines – including mathematics/statistics, computer programming, data engineering,...","Atlanta, GA 30339",,Data Scientist,,,
169,    SunTrust,"
At SunTrust in Atlanta, our Data and Analytics Scientist performs sophisticated data analytics for our Mortgage, Consumer & Deposit lines of business....","Atlanta, GA",,Consumer Banking Data Scientist,,,
170,    KPMG,"
Drive client engagements focused on Big Data and Advanced Business Analytics, in the Health Care space (Claims Data, Payor/Provider Data, Clinical Data etc);...","Atlanta, GA 30338",,Data Scientist - Health Care,,,
171,    Nomi,"
Good data modeling intuition. Scale new algorithms to large data sets. Our vision is to explore and understand our unique data while building statistical models...","Atlanta, GA",,Data Scientist,,,
172,    Accenture,"
Minimum of 2 years of Data Analysis / Data Analytics / Data Scientist experience. Work closely with clients to define data sources, data correlation, and...","Atlanta, GA",,Telecommunications Data Analytics Consultant,,,
173,    Home Depot,"
Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
174,    Aarons,"
As a Senior Analyst, Data Scientist, you will lead data science and data strategy initiatives across a variety of business functions....","Atlanta, GA",,"Senior Analyst, Data Scientist",,,
175,    Travelport,"
Ability to analyze data, determine patterns and relationships to disparate data sets. Uses various DBMS and data tools for data manipulation, cleaning, and...","Atlanta, GA",,Data Scientist,,,
176,    SunTrust,"
Data Scientist & Analytics - Enterprise-W426007. Partners with Segment Data Scientists to perform sophisticated data analytics (encompassing data mining,...","Atlanta, GA",,Data Scientist & Analytics - Enterprise,,,
177,    Ventiv Technology,"
Understanding of development and data warehouse data modeling. Develop and implement data collection systems and other strategies that optimize statistical...","Atlanta, GA",,Data Scientist,,,
178,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
179,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
180,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
181,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
182,    PreVisor,"
Identify opportunities for improving, collecting and analyzing data, and developing assessment content. The Research Scientist is critical to the Content and...","Atlanta, GA",,Research Scientist,,,
183,    Home Depot,"
Solid understanding and use of statistical software to manipulate, analyze and interpret data. Strong analytical and statistical skills.Advanced computer skills...","Atlanta, GA",,STATISTICAL FORECAST ANALYST,,,
184,    LexisNexis,"
Experience matching/merging multiple data set. Strong understanding of statistical methods applied to data analysis....","Alpharetta, GA 30005",,Statistical Modeler,,,
185,    Centers for Disease Control and Prevention,"
As a Supervisory Health Scientist, you will. Quality improvement and presentation and publication of data and research findings....","Atlanta, GA",141158.0,Supervisory Health Scientist,,,141158.0
186,    firstPRO,"
Growing and highly stable company has an immediate need for a Senior Software Engineer on a direct hire basis. In this role, you will play an integral role in","Atlanta, GA",120000.0,C++ Developer / Machine Learning,,,120000.0
187,    CACI International Inc,"
Assists in the review of study data for data quality; Oversees and develops data management systems, including computer programs to monitor data quality;...","Atlanta, GA",,STATISTICIAN Job,,,
188,    Manhattan Associates,"
Perform data analysis and data mining techniques to identify possible design gaps and problems internal to optimization engine. About Manhattan Associates....","Atlanta, GA",,"Senior Operations Research Analyst, R&D (Atlanta, GA)",,,
189,    Castle Medical,"
Gathers and maintains accurate and complete records of patient lab work results, processing worksheets, assay quality control data, test results, and final...","Smyrna, GA 30082",,Clinical Lab Scientist,,,
190,    Spartan Resources,"
Strong knowledge of operations research and data mining techniques and experience in formulating and implementing optimization and data analytics models....","Atlanta, GA",,Operations Research Analyst,,,
191,"    Wismettac Asian Foods, Inc.","
Wismettac Asian Foods, Inc., (formerly Nishimoto Trading Co., Ltd.), in Norcross, GA, seeks a full-time Market Research Analyst to research market conditions...","Norcross, GA 30071",50794.0,Market Research Analyst,,,50794.0
192,    AT&T,AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Atlanta, GA",,Senior Data Scientist BIG DATA,,,
193,    AT&T,AT&T BIG DATA - PROFESSIONAL DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....,"Alpharetta, GA",,Professional Data Scientist BIG DATA,,,
194,    Equifax,This Data Scientist will work closely with many different customers in developing models and other analytical solutions to solve a variety of business problems....,"Alpharetta, GA",,Data Scientist,,,
195,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Atlanta, GA",,Data Scientist – Predictive Analytics,,,
196,    Home Depot,"Data Scientists are responsible for organizing, analyzing, and then sharing insights gleaned from data. A Data Scientist leverages their technical abilities to...","Atlanta, GA",,DATA SCIENTIST,,,
197,    BSC Solutions Inc,"
Understand and effectively use the systems and tools utilized to process and analyze data from product research testing....","Roswell, GA",,Statistician I,,,
198,    MobileDev Power,"
Looking for a data scientist developer for an Atlanta based project. Looking for a mid to senior level data scientists for our company located in Atlanta, GA...","Atlanta, GA",,Data Scientist with Predictive Modeling + Big Data,,,
199,    ANALYTICA,"
Experience with analyzing longitudinal and survival data (including interval-censored data) based on complex survey designs....","Atlanta, GA",,Sr. Statistical Programming Support Engineer,,,
