"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Hamilton County, FL"	"12047"	2094	227104	922.04453	882.55157	961.53748
	"Hardee County, FL"	"12049"	3258	435008	748.95174	723.23391	774.66958
	"Hendry County, FL"	"12051"	4450	602775	738.25225	716.56119	759.94331
	"Hernando County, FL"	"12053"	37114	2529711	1467.12411	1452.19775	1482.05047
	"Highlands County, FL"	"12055"	21779	1518786	1433.97424	1414.92935	1453.01913
	"Hillsborough County, FL"	"12057"	144892	18545922	781.26070	777.23789	785.28351
	"Holmes County, FL"	"12059"	3726	312037	1194.08916	1155.74746	1232.43087
	"Indian River County, FL"	"12061"	26998	2074805	1301.23072	1285.70883	1316.75261
	"Jackson County, FL"	"12063"	8534	769023	1109.71974	1086.17504	1133.26443
	"Jefferson County, FL"	"12065"	2433	224542	1083.53894	1040.48335	1126.59453
	"Lafayette County, FL"	"12067"	1084	129030	840.11470	790.10203	890.12737
	"Lake County, FL"	"12069"	51641	4318552	1195.79433	1185.48061	1206.10805
	"Lee County, FL"	"12071"	91979	9034597	1018.07529	1011.49581	1024.65478
	"Leon County, FL"	"12073"	25480	4205302	605.90179	598.46203	613.34154
	"Levy County, FL"	"12075"	7589	613399	1237.20449	1209.36859	1265.04040
	"Liberty County, FL"	"12077"	982	125467	782.67592	733.72259	831.62926
	"Madison County, FL"	"12079"	3454	303620	1137.60622	1099.66713	1175.54530
	"Manatee County, FL"	"12081"	54251	4912694	1104.30245	1095.00978	1113.59511
	"Marion County, FL"	"12083"	64153	4903319	1308.35869	1298.23417	1318.48320
	"Martin County, FL"	"12085"	27150	2256249	1203.32463	1189.01087	1217.63840
	"Miami-Dade County, FL"	"12086"	294331	38801932	758.54728	755.80684	761.28772
	"Monroe County, FL"	"12087"	10998	1216602	903.99325	887.09801	920.88849
	"Nassau County, FL"	"12089"	9901	1082478	914.66062	896.64387	932.67737
	"Okaloosa County, FL"	"12091"	23388	2906936	804.55848	794.24709	814.86987
	"Okeechobee County, FL"	"12093"	6411	617019	1039.02797	1013.59363	1064.46231
	"Orange County, FL"	"12095"	106317	17129718	620.65820	616.92736	624.38905
	"Osceola County, FL"	"12097"	25207	3823101	659.33388	651.19432	667.47343
	"Palm Beach County, FL"	"12099"	214977	20303745	1058.80467	1054.32881	1063.28052
	"Pasco County, FL"	"12101"	87053	6795752	1280.99142	1272.48179	1289.50104
	"Pinellas County, FL"	"12103"	188872	14768809	1278.85735	1273.08976	1284.62494
	"Polk County, FL"	"12105"	90142	8977655	1004.07066	997.51590	1010.62542
	"Putnam County, FL"	"12107"	14670	1167072	1256.99186	1236.65080	1277.33291
	"St. Johns County, FL"	"12109"	21751	2689919	808.61171	797.86547	819.35795
	"St. Lucie County, FL"	"12111"	41101	3962236	1037.31832	1027.28968	1047.34696
	"Santa Rosa County, FL"	"12113"	17358	2268077	765.31793	753.93254	776.70333
	"Sarasota County, FL"	"12115"	78723	5832943	1349.62745	1340.19946	1359.05544
	"Seminole County, FL"	"12117"	44620	6493339	687.16572	680.78966	693.54179
	"Sumter County, FL"	"12119"	15495	1265634	1224.28759	1205.01040	1243.56478
	"Suwannee County, FL"	"12121"	7770	630839	1231.69303	1204.30580	1259.08026
	"Taylor County, FL"	"12123"	3550	339066	1046.99380	1012.55199	1081.43561
	"Union County, FL"	"12125"	2905	235064	1235.83365	1190.89262	1280.77467
	"Volusia County, FL"	"12127"	97074	7700693	1260.58785	1252.65776	1268.51793
	"Wakulla County, FL"	"12129"	3465	442040	783.86571	757.76538	809.96605
	"Walton County, FL"	"12131"	7869	810631	970.72527	949.27699	992.17356
	"Washington County, FL"	"12133"	4149	369692	1122.28558	1088.13581	1156.43534
	"Appling County, GA"	"13001"	3012	286931	1049.72973	1012.24053	1087.21892
	"Atkinson County, GA"	"13003"	1147	129524	885.55017	834.30092	936.79942
	"Bacon County, GA"	"13005"	1963	171243	1146.32423	1095.61309	1197.03537
	"Baker County, GA"	"13007"	533	59575	894.67058	818.71571	970.62545
	"Baldwin County, GA"	"13009"	6266	734054	853.61567	832.47965	874.75170
	"Banks County, GA"	"13011"	2033	270197	752.41398	719.70671	785.12125
	"Barrow County, GA"	"13013"	7031	970719	724.30848	707.37793	741.23903
	"Bartow County, GA"	"13015"	11593	1468303	789.55093	775.17823	803.92363
	"Ben Hill County, GA"	"13017"	3308	279261	1184.55495	1144.18776	1224.92214
	"Berrien County, GA"	"13019"	2964	287218	1031.96875	994.81664	1069.12086
	"Bibb County, GA"	"13021"	26809	2472879	1084.12098	1071.14340	1097.09855
	"Bleckley County, GA"	"13023"	2112	199149	1060.51248	1015.28266	1105.74230
	"Brantley County, GA"	"13025"	2486	270204	920.04560	883.87840	956.21279
	"Brooks County, GA"	"13027"	2988	257628	1159.81182	1118.22523	1201.39841
	"Bryan County, GA"	"13029"	3129	448198	698.12895	673.66712	722.59078
	"Bulloch County, GA"	"13031"	6974	1033384	674.87014	659.03086	690.70941
	"Burke County, GA"	"13033"	3716	365730	1016.05009	983.38128	1048.71890
	"Butts County, GA"	"13035"	3576	355670	1005.42638	972.47242	1038.38034
	"Calhoun County, GA"	"13037"	1110	102643	1081.41812	1017.79892	1145.03732
	"Camden County, GA"	"13039"	4137	765941	540.11993	523.66093	556.57893
	"Candler County, GA"	"13043"	2014	166216	1211.67637	1158.75721	1264.59554
	"Carroll County, GA"	"13045"	13925	1652454	842.68609	828.68943	856.68275
	"Catoosa County, GA"	"13047"	7923	967516	818.90119	800.86923	836.93314
	"Charlton County, GA"	"13049"	1585	190874	830.39073	789.50950	871.27196
	"Chatham County, GA"	"13051"	36161	4045933	893.76171	884.54963	902.97379
	"Chattahoochee County, GA"	"13053"	544	216490	251.28181	230.16552	272.39811
	"Chattooga County, GA"	"13055"	4679	410478	1139.89057	1107.22857	1172.55256
	"Cherokee County, GA"	"13057"	16262	3036334	535.58008	527.34830	543.81185
	"Clarke County, GA"	"13059"	10516	1791007	587.15572	575.93336	598.37807
	"Clay County, GA"	"13061"	775	51615	1501.50150	1395.78787	1607.21513
	"Clayton County, GA"	"13063"	21990	4084774	538.34068	531.22526	545.45610
	"Clinch County, GA"	"13065"	1189	109640	1084.45823	1022.81605	1146.10040
	"Cobb County, GA"	"13067"	56082	10610577	528.54807	524.17357	532.92257
	"Coffee County, GA"	"13069"	5600	650086	861.42449	838.86240	883.98658
	"Colquitt County, GA"	"13071"	7163	704707	1016.45081	992.91143	1039.99019
	"Columbia County, GA"	"13073"	10675	1797033	594.03472	582.76576	605.30369
	"Cook County, GA"	"13075"	2841	265290	1070.90354	1031.52398	1110.28309
	"Coweta County, GA"	"13077"	12305	1816025	677.57878	665.60655	689.55101
	"Crawford County, GA"	"13079"	1688	202368	834.12397	794.33154	873.91640
	"Crisp County, GA"	"13081"	3934	364839	1078.28385	1044.58834	1111.97935
	"Dade County, GA"	"13083"	2589	258434	1001.80317	963.21338	1040.39296
	"Dawson County, GA"	"13085"	2401	321745	746.24314	716.39342	776.09287
	"Decatur County, GA"	"13087"	4870	444544	1095.50461	1064.73614	1126.27307
	"DeKalb County, GA"	"13089"	64572	10934858	590.51521	585.96046	595.06997
	"Dodge County, GA"	"13091"	3515	331096	1061.62563	1026.52905	1096.72221
	"Dooly County, GA"	"13093"	1863	214742	867.55269	828.15729	906.94809
	"Dougherty County, GA"	"13095"	13987	1515079	923.18618	907.88648	938.48589
	"Douglas County, GA"	"13097"	11920	1881358	633.58489	622.21064	644.95914
	"Early County, GA"	"13099"	2317	183299	1264.05490	1212.58433	1315.52548
	"Echols County, GA"	"13101"	381	62576	608.85963	547.72169	669.99756
	"Effingham County, GA"	"13103"	4982	754023	660.72255	642.37520	679.06990
	"Elbert County, GA"	"13105"	3941	324715	1213.67969	1175.78687	1251.57251
	"Emanuel County, GA"	"13107"	4204	354549	1185.73173	1149.88817	1221.57529
	"Evans County, GA"	"13109"	1845	173473	1063.56609	1015.03474	1112.09744
	"Fannin County, GA"	"13111"	4454	357580	1245.59539	1209.01419	1282.17659
	"Fayette County, GA"	"13113"	10333	1629113	634.27153	622.04177	646.50130
	"Floyd County, GA"	"13115"	15914	1509032	1054.58334	1038.19830	1070.96837
	"Forsyth County, GA"	"13117"	11239	2393593	469.54516	460.86416	478.22615
	"Franklin County, GA"	"13119"	4030	344971	1168.21414	1132.14581	1204.28247
	"Fulton County, GA"	"13121"	98161	14036874	699.30812	694.93335	703.68289
	"Gilmer County, GA"	"13123"	3844	427780	898.59273	870.18561	926.99986
	"Glascock County, GA"	"13125"	646	45869	1408.35859	1299.75278	1516.96440
	"Glynn County, GA"	"13127"	12017	1200474	1001.02126	983.12339	1018.91913
	"Gordon County, GA"	"13129"	7048	821786	857.64420	837.62115	877.66726
	"Grady County, GA"	"13131"	3984	391056	1018.77992	987.14427	1050.41557
	"Greene County, GA"	"13133"	2765	248372	1113.24948	1071.75398	1154.74498
	"Gwinnett County, GA"	"13135"	48425	11770792	411.39967	407.73542	415.06393
	"Habersham County, GA"	"13137"	5796	646000	897.21362	874.11491	920.31233
	"Hall County, GA"	"13139"	18499	2662768	694.72819	684.71675	704.73964
	"Hancock County, GA"	"13141"	1579	153087	1031.43964	980.56412	1082.31515
	"Haralson County, GA"	"13143"	4957	443786	1116.97981	1085.88471	1148.07490
	"Harris County, GA"	"13145"	3528	462801	762.31469	737.15959	787.46979
	"Hart County, GA"	"13147"	4394	390593	1124.95616	1091.69314	1158.21917
	"Heard County, GA"	"13149"	1727	183038	943.51992	899.01983	988.02002
	"Henry County, GA"	"13151"	16435	2793257	588.38123	579.38564	597.37683
	"Houston County, GA"	"13153"	14336	2079563	689.37560	678.09070	700.66051
	"Irwin County, GA"	"13155"	1674	154442	1083.90205	1031.97802	1135.82608
	"Jackson County, GA"	"13157"	7436	851723	873.05380	853.20988	892.89771
	"Jasper County, GA"	"13159"	1868	207247	901.33995	860.46509	942.21480
	"Jeff Davis County, GA"	"13161"	2388	224604	1063.20457	1020.56079	1105.84836
	"Jefferson County, GA"	"13163"	3313	270091	1226.62362	1184.85437	1268.39287
	"Jenkins County, GA"	"13165"	1570	137472	1142.05074	1085.55813	1198.54336
	"Johnson County, GA"	"13167"	1605	153082	1048.45769	997.16335	1099.75203
	"Jones County, GA"	"13169"	3299	431707	764.17570	738.09867	790.25273
	"Lamar County, GA"	"13171"	2903	275839	1052.42551	1014.14093	1090.71009
	"Lanier County, GA"	"13173"	1183	141281	837.33835	789.62228	885.05443
	"Laurens County, GA"	"13175"	7999	751564	1064.31388	1040.98962	1087.63815
	"Lee County, GA"	"13177"	2470	432357	571.28715	548.75711	593.81720
	"Liberty County, GA"	"13179"	4620	1016024	454.71367	441.60154	467.82579
	"Lincoln County, GA"	"13181"	1452	129882	1117.93782	1060.43483	1175.44081
	"Long County, GA"	"13183"	1162	206187	563.56608	531.16214	595.97003
	"Lowndes County, GA"	"13185"	12187	1635836	745.00133	731.77423	758.22844
	"Lumpkin County, GA"	"13187"	3199	428806	746.02501	720.17252	771.87750
	"McDuffie County, GA"	"13189"	3745	343600	1089.93015	1055.02184	1124.83846
	"McIntosh County, GA"	"13191"	1788	206366	866.42179	826.26106	906.58253
	"Macon County, GA"	"13193"	2432	228686	1063.46694	1021.20024	1105.73363
	"Madison County, GA"	"13195"	4153	435617	953.36041	924.36480	982.35601
	"Marion County, GA"	"13197"	1240	128760	963.03200	909.42939	1016.63461
	"Meriwether County, GA"	"13199"	4004	355641	1125.85444	1090.98128	1160.72760
	"Miller County, GA"	"13201"	1299	98569	1317.85856	1246.19138	1389.52573
	"Mitchell County, GA"	"13205"	3748	376499	995.48737	963.61664	1027.35810
	"Monroe County, GA"	"13207"	3497	395846	883.42436	854.14392	912.70480
	"Montgomery County, GA"	"13209"	1267	142053	891.92062	842.80790	941.03334
	"Morgan County, GA"	"13211"	2546	273142	932.11590	895.90854	968.32325
	"Murray County, GA"	"13213"	4875	623359	782.05336	760.09979	804.00693
	"Muscogee County, GA"	"13215"	28677	3029820	946.49187	935.53703	957.44671
	"Newton County, GA"	"13217"	10254	1393770	735.70245	721.46239	749.94250
	"Oconee County, GA"	"13219"	2909	481831	603.73866	581.79883	625.67848
	"Oglethorpe County, GA"	"13221"	1874	222943	840.57360	802.51551	878.63169
	"Paulding County, GA"	"13223"	9498	1921071	494.41171	484.46845	504.35497
	"Peach County, GA"	"13225"	3883	413345	939.40897	909.86104	968.95690
	"Pickens County, GA"	"13227"	4094	438743	933.12030	904.53651	961.70409
	"Pierce County, GA"	"13229"	2926	279551	1046.67842	1008.75285	1084.60400
	"Pike County, GA"	"13231"	2293	259702	882.93506	846.79550	919.07461
	"Polk County, GA"	"13233"	7248	642474	1128.13904	1102.16679	1154.11129
	"Pulaski County, GA"	"13235"	1783	175642	1015.13305	968.01326	1062.25285
	"Putnam County, GA"	"13237"	3154	325059	970.28539	936.42245	1004.14834
	"Quitman County, GA"	"13239"	504	39950	1261.57697	1151.43457	1371.71938
	"Rabun County, GA"	"13241"	2884	254373	1133.76813	1092.38887	1175.14738
	"Randolph County, GA"	"13243"	1589	122322	1299.03043	1235.15800	1362.90286
	"Richmond County, GA"	"13245"	30486	3184529	957.31582	946.56947	968.06218
	"Rockdale County, GA"	"13247"	8921	1275594	699.36045	684.84768	713.87323
	"Schley County, GA"	"13249"	620	71604	865.87341	797.71576	934.03107
	"Screven County, GA"	"13251"	2721	237049	1147.86394	1104.73367	1190.99422
	"Seminole County, GA"	"13253"	1813	143530	1263.15056	1205.00557	1321.29555
	"Spalding County, GA"	"13255"	10267	989398	1037.70171	1017.62897	1057.77446
	"Stephens County, GA"	"13257"	5223	410372	1272.74765	1238.23023	1307.26508
	"Stewart County, GA"	"13259"	1150	90627	1268.93751	1195.59642	1342.27861
	"Sumter County, GA"	"13261"	5344	522656	1022.46985	995.05579	1049.88391
	"Talbot County, GA"	"13263"	1311	107513	1219.38742	1153.37944	1285.39540
	"Taliaferro County, GA"	"13265"	433	29686	1458.60001	1321.21216	1595.98787
	"Tattnall County, GA"	"13267"	3621	380628	951.32255	920.33626	982.30884
	"Taylor County, GA"	"13269"	1621	140051	1157.43551	1101.08973	1213.78128
	"Telfair County, GA"	"13271"	2453	237463	1033.00304	992.12322	1073.88285
	"Terrell County, GA"	"13273"	1895	159328	1189.37036	1135.81923	1242.92148
	"Thomas County, GA"	"13275"	7730	701060	1102.61604	1078.03554	1127.19653
	"Tift County, GA"	"13277"	5890	631027	933.39905	909.56127	957.23682
	"Toombs County, GA"	"13279"	4596	427855	1074.19570	1043.13941	1105.25198
	"Towns County, GA"	"13281"	2296	162150	1415.97286	1358.05333	1473.89240
	"Treutlen County, GA"	"13283"	1198	109150	1097.57215	1035.41934	1159.72495
	"Troup County, GA"	"13285"	10294	1026119	1003.19748	983.81763	1022.57734
	"Turner County, GA"	"13287"	1701	144627	1176.12894	1120.23575	1232.02212
	"Twiggs County, GA"	"13289"	1680	153773	1092.51949	1040.27619	1144.76280
	"Union County, GA"	"13291"	4121	320132	1287.28150	1247.97826	1326.58473
	"Upson County, GA"	"13293"	5632	436119	1291.39065	1257.66329	1325.11802
	"Walker County, GA"	"13295"	11755	1052406	1116.96437	1096.77215	1137.15659
	"Walton County, GA"	"13297"	9936	1210732	820.66056	804.52389	836.79723
	"Ware County, GA"	"13299"	7009	570427	1228.72865	1199.96235	1257.49496
	"Warren County, GA"	"13301"	1304	96000	1358.33333	1284.60683	1432.05984
	"Washington County, GA"	"13303"	3570	335615	1063.71884	1028.82500	1098.61269
	"Wayne County, GA"	"13305"	4502	460875	976.83754	948.30268	1005.37239
	"Webster County, GA"	"13307"	382	41727	915.47439	823.66849	1007.28029
	"Wheeler County, GA"	"13309"	987	112540	877.02150	822.30634	931.73667
	"White County, GA"	"13311"	3700	397598	930.58818	900.60258	960.57378
	"Whitfield County, GA"	"13313"	11938	1528131	781.21575	767.20177	795.22972
	"Wilcox County, GA"	"13315"	1627	142598	1140.96972	1085.52804	1196.41140
	"Wilkes County, GA"	"13317"	2228	167791	1327.84238	1272.70514	1382.97961
	"Wilkinson County, GA"	"13319"	1731	156902	1103.23642	1051.26361	1155.20922
	"Worth County, GA"	"13321"	3274	347844	941.22653	908.98535	973.46770
	"Hawaii County, HI"	"15001"	21476	2753867	779.84885	769.41871	790.27898
	"Honolulu County, HI"	"15003"	105885	14846328	713.20666	708.91076	717.50256
	"Kalawao County, HI"	"15005"	25	1789	1397.42873	904.34600	2062.88429
	"Kauai County, HI"	"15007"	7881	1024835	769.00184	752.02359	785.98008
	"Maui County, HI"	"15009"	15060	2333406	645.40847	635.10038	655.71656
	"Ada County, ID"	"16001"	35275	5796811	608.52424	602.17385	614.87463
	"Adams County, ID"	"16003"	535	60496	884.35599	809.41727	959.29472
	"Bannock County, ID"	"16005"	9703	1271798	762.93562	747.75495	778.11629
	"Bear Lake County, ID"	"16007"	1038	97835	1060.97000	996.42531	1125.51469
	"Benewah County, ID"	"16009"	1638	146009	1121.84865	1067.51944	1176.17786
	"Bingham County, ID"	"16011"	4839	700194	691.09418	671.62196	710.56640
	"Blaine County, ID"	"16013"	1385	331571	417.70842	395.70935	439.70750
	"Boise County, ID"	"16015"	670	110649	605.51835	559.66765	651.36905
	"Bonner County, ID"	"16017"	5685	631590	900.10925	876.71085	923.50764
	"Bonneville County, ID"	"16019"	10869	1530437	710.18931	696.83765	723.54098
	"Boundary County, ID"	"16021"	1590	167018	951.99320	905.19907	998.78733
	"Butte County, ID"	"16023"	429	45051	952.25411	862.14260	1042.36563
	"Camas County, ID"	"16025"	99	16972	583.31369	474.08820	710.16109
	"Canyon County, ID"	"16027"	18614	2715677	685.42761	675.58075	695.27447
	"Caribou County, ID"	"16029"	1035	112018	923.95865	867.66772	980.24958
	"Cassia County, ID"	"16031"	2951	353780	834.13421	804.03830	864.23011
	"Clark County, ID"	"16033"	100	15034	665.15897	534.78781	795.53013
	"Clearwater County, ID"	"16035"	1546	139377	1109.22175	1053.92881	1164.51469
	"Custer County, ID"	"16037"	582	67812	858.25518	788.52657	927.98379
	"Elmore County, ID"	"16039"	2590	429017	603.70568	580.45523	626.95614
	"Franklin County, ID"	"16041"	1438	195454	735.72298	697.69608	773.74989
	"Fremont County, ID"	"16043"	1520	202380	751.06236	713.30425	788.82047
	"Gem County, ID"	"16045"	2902	259860	1116.75518	1076.12344	1157.38691
	"Gooding County, ID"	"16047"	2205	236913	930.72140	891.87315	969.56966
	"Idaho County, ID"	"16049"	2642	253249	1043.24203	1003.46111	1083.02294
	"Jefferson County, ID"	"16051"	2047	369466	554.04286	530.04124	578.04448
	"Jerome County, ID"	"16053"	2387	328512	726.60968	697.46019	755.75918
	"Kootenai County, ID"	"16055"	16636	2052655	810.46255	798.14669	822.77840
	"Latah County, ID"	"16057"	3423	583120	587.01468	567.34933	606.68003
	"Lemhi County, ID"	"16059"	1437	124347	1155.63705	1095.88550	1215.38859
	"Lewis County, ID"	"16061"	672	60040	1119.25383	1034.62857	1203.87909
	"Lincoln County, ID"	"16063"	588	76137	772.29205	709.86843	834.71568
	"Madison County, ID"	"16065"	1922	539515	356.24589	340.31906	372.17271
	"Minidoka County, ID"	"16067"	2823	315621	894.42718	861.43237	927.42199
	"Nez Perce County, ID"	"16069"	7095	615920	1151.93532	1125.13080	1178.73983
	"Oneida County, ID"	"16071"	635	66790	950.74113	876.79227	1024.68999
	"Owyhee County, ID"	"16073"	1374	178501	769.74359	729.04224	810.44493
	"Payette County, ID"	"16075"	3047	349438	871.97157	841.01005	902.93308
	"Power County, ID"	"16077"	901	121090	744.07466	695.48876	792.66055
	"Shoshone County, ID"	"16079"	2795	207757	1345.32170	1295.44573	1395.19766
	"Teton County, ID"	"16081"	519	135349	383.45315	350.46297	416.44333
	"Twin Falls County, ID"	"16083"	10758	1155218	931.25280	913.65502	948.85058
	"Valley County, ID"	"16085"	965	143824	670.95895	628.62504	713.29286
	"Washington County, ID"	"16087"	1874	160510	1167.52850	1114.66709	1220.38992
