,Notes,County,County Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Race,Race Code,Hispanic Origin,Hispanic Origin Code,Deaths,Population,Crude Rate,% of Total Deaths,year,pct_total_deaths,deaths,population,crude_100k,county_id,state,county_code,CTYNAME,pop_merge_ind
109,,"Kern County, CA",6029.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,36480.0,Unreliable,0.027%,2014,0.027,11.0,36480.0,30.1535087719,6029,CA,06029,Kern County,Kern County_2014
110,,"Kern County, CA",6029.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,22982.0,Unreliable,0.036%,2014,0.036,15.0,22982.0,65.2684709773,6029,CA,06029,Kern County,Kern County_2014
111,,"Kern County, CA",6029.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,17724.0,Unreliable,0.031%,2014,0.031,13.0,17724.0,73.3468742947,6029,CA,06029,Kern County,Kern County_2014
112,,"Kern County, CA",6029.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,28953.0,Unreliable,0.027%,2014,0.027,11.0,28953.0,37.9926087107,6029,CA,06029,Kern County,Kern County_2014
113,,"Kern County, CA",6029.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,19228.0,Unreliable,0.029%,2014,0.029,12.0,19228.0,62.4089868941,6029,CA,06029,Kern County,Kern County_2014
114,,"Kern County, CA",6029.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,23.0,22698.0,101.331,0.056%,2014,0.056,23.0,22698.0,101.330513702,6029,CA,06029,Kern County,Kern County_2014
115,,"Kern County, CA",6029.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,16.0,22840.0,Unreliable,0.039%,2014,0.039,16.0,22840.0,70.0525394046,6029,CA,06029,Kern County,Kern County_2014
116,,"Kern County, CA",6029.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,43.0,22890.0,187.855,0.104%,2014,0.104,43.0,22890.0,187.854958497,6029,CA,06029,Kern County,Kern County_2014
117,,"Kern County, CA",6029.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,22.0,24016.0,91.606,0.053%,2014,0.053,22.0,24016.0,91.6055962692,6029,CA,06029,Kern County,Kern County_2014
118,,"Kern County, CA",6029.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,20.0,13695.0,146.039,0.048%,2014,0.048,20.0,13695.0,146.038700256,6029,CA,06029,Kern County,Kern County_2014
119,,"Kern County, CA",6029.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,48.0,24019.0,199.842,0.116%,2014,0.116,48.0,24019.0,199.841791915,6029,CA,06029,Kern County,Kern County_2014
120,,"Kern County, CA",6029.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,15506.0,Unreliable,0.034%,2014,0.034,14.0,15506.0,90.2876305946,6029,CA,06029,Kern County,Kern County_2014
121,,"Lake County, CA",6033.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,3262.0,Unreliable,0.024%,2014,0.024,10.0,3262.0,306.560392397,6033,CA,06033,Lake County,Lake County_2014
122,,"Los Angeles County, CA",6037.0,15-24 years,15-24,Male,M,White,2106-3,Hispanic or Latino,2135-2,16.0,400790.0,Unreliable,0.039%,2014,0.039,16.0,400790.0,3.99211557175,6037,CA,06037,Los Angeles County,Los Angeles County_2014
123,,"Los Angeles County, CA",6037.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,30.0,150481.0,19.936,0.073%,2014,0.073,30.0,150481.0,19.9360716635,6037,CA,06037,Los Angeles County,Los Angeles County_2014
124,,"Los Angeles County, CA",6037.0,25-34 years,25-34,Female,F,White,2106-3,Hispanic or Latino,2135-2,16.0,345749.0,Unreliable,0.039%,2014,0.039,16.0,345749.0,4.62763449786,6037,CA,06037,Los Angeles County,Los Angeles County_2014
125,,"Los Angeles County, CA",6037.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,19.0,204528.0,Unreliable,0.046%,2014,0.046,19.0,204528.0,9.28968160839,6037,CA,06037,Los Angeles County,Los Angeles County_2014
126,,"Los Angeles County, CA",6037.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,58.0,369492.0,15.697,0.141%,2014,0.141,58.0,369492.0,15.6972275448,6037,CA,06037,Los Angeles County,Los Angeles County_2014
127,,"Los Angeles County, CA",6037.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,65.0,221021.0,29.409,0.157%,2014,0.157,65.0,221021.0,29.4089701884,6037,CA,06037,Los Angeles County,Los Angeles County_2014
128,,"Los Angeles County, CA",6037.0,35-44 years,35-44,Female,F,White,2106-3,Hispanic or Latino,2135-2,21.0,331987.0,6.326,0.051%,2014,0.051,21.0,331987.0,6.32554889197,6037,CA,06037,Los Angeles County,Los Angeles County_2014
129,,"Los Angeles County, CA",6037.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,31.0,170864.0,18.143,0.075%,2014,0.075,31.0,170864.0,18.1430845585,6037,CA,06037,Los Angeles County,Los Angeles County_2014
130,,"Los Angeles County, CA",6037.0,35-44 years,35-44,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,10.0,50172.0,Unreliable,0.024%,2014,0.024,10.0,50172.0,19.9314358606,6037,CA,06037,Los Angeles County,Los Angeles County_2014
131,,"Los Angeles County, CA",6037.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,102.0,335554.0,30.397,0.247%,2014,0.247,102.0,335554.0,30.3974919089,6037,CA,06037,Los Angeles County,Los Angeles County_2014
132,,"Los Angeles County, CA",6037.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,70.0,187405.0,37.352,0.170%,2014,0.17,70.0,187405.0,37.3522584776,6037,CA,06037,Los Angeles County,Los Angeles County_2014
133,,"Los Angeles County, CA",6037.0,45-54 years,45-54,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,37.0,69063.0,53.574,0.090%,2014,0.09,37.0,69063.0,53.5742727654,6037,CA,06037,Los Angeles County,Los Angeles County_2014
134,,"Los Angeles County, CA",6037.0,45-54 years,45-54,Female,F,White,2106-3,Hispanic or Latino,2135-2,38.0,285531.0,13.309,0.092%,2014,0.092,38.0,285531.0,13.3085374268,6037,CA,06037,Los Angeles County,Los Angeles County_2014
135,,"Los Angeles County, CA",6037.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,94.0,204590.0,45.946,0.228%,2014,0.228,94.0,204590.0,45.9455496359,6037,CA,06037,Los Angeles County,Los Angeles County_2014
136,,"Los Angeles County, CA",6037.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,31.0,60188.0,51.505,0.075%,2014,0.075,31.0,60188.0,51.5052834452,6037,CA,06037,Los Angeles County,Los Angeles County_2014
137,,"Los Angeles County, CA",6037.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,190.0,286479.0,66.322,0.460%,2014,0.46,190.0,286479.0,66.3224878612,6037,CA,06037,Los Angeles County,Los Angeles County_2014
138,,"Los Angeles County, CA",6037.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,115.0,219404.0,52.415,0.279%,2014,0.279,115.0,219404.0,52.4147235237,6037,CA,06037,Los Angeles County,Los Angeles County_2014
139,,"Los Angeles County, CA",6037.0,55-64 years,55-64,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,22.0,58956.0,37.316,0.053%,2014,0.053,22.0,58956.0,37.3159644481,6037,CA,06037,Los Angeles County,Los Angeles County_2014
140,,"Los Angeles County, CA",6037.0,55-64 years,55-64,Female,F,White,2106-3,Hispanic or Latino,2135-2,29.0,202198.0,14.342,0.070%,2014,0.07,29.0,202198.0,14.3423772738,6037,CA,06037,Los Angeles County,Los Angeles County_2014
141,,"Los Angeles County, CA",6037.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,85.0,205789.0,41.304,0.206%,2014,0.206,85.0,205789.0,41.3044429003,6037,CA,06037,Los Angeles County,Los Angeles County_2014
142,,"Los Angeles County, CA",6037.0,55-64 years,55-64,Male,M,Asian or Pacific Islander,A-PI,Not Hispanic or Latino,2186-2,13.0,92049.0,Unreliable,0.031%,2014,0.031,13.0,92049.0,14.1229127964,6037,CA,06037,Los Angeles County,Los Angeles County_2014
143,,"Los Angeles County, CA",6037.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,49.0,49829.0,98.336,0.119%,2014,0.119,49.0,49829.0,98.3363101808,6037,CA,06037,Los Angeles County,Los Angeles County_2014
144,,"Los Angeles County, CA",6037.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,182.0,179555.0,101.362,0.441%,2014,0.441,182.0,179555.0,101.361699758,6037,CA,06037,Los Angeles County,Los Angeles County_2014
145,,"Los Angeles County, CA",6037.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,169.0,212123.0,79.671,0.409%,2014,0.409,169.0,212123.0,79.6707570608,6037,CA,06037,Los Angeles County,Los Angeles County_2014
146,,"Los Angeles County, CA",6037.0,65-74 years,65-74,Female,F,White,2106-3,Hispanic or Latino,2135-2,18.0,109542.0,Unreliable,0.044%,2014,0.044,18.0,109542.0,16.4320534589,6037,CA,06037,Los Angeles County,Los Angeles County_2014
147,,"Los Angeles County, CA",6037.0,65-74 years,65-74,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,148532.0,Unreliable,0.044%,2014,0.044,18.0,148532.0,12.1186007056,6037,CA,06037,Los Angeles County,Los Angeles County_2014
148,,"Los Angeles County, CA",6037.0,65-74 years,65-74,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,14.0,26806.0,Unreliable,0.034%,2014,0.034,14.0,26806.0,52.2271133328,6037,CA,06037,Los Angeles County,Los Angeles County_2014
149,,"Los Angeles County, CA",6037.0,65-74 years,65-74,Male,M,White,2106-3,Hispanic or Latino,2135-2,64.0,85298.0,75.031,0.155%,2014,0.155,64.0,85298.0,75.0310675514,6037,CA,06037,Los Angeles County,Los Angeles County_2014
150,,"Los Angeles County, CA",6037.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,60.0,136748.0,43.876,0.145%,2014,0.145,60.0,136748.0,43.8763272589,6037,CA,06037,Los Angeles County,Los Angeles County_2014
151,,"Los Angeles County, CA",6037.0,75-84 years,75-84,Male,M,White,2106-3,Hispanic or Latino,2135-2,25.0,38014.0,65.765,0.061%,2014,0.061,25.0,38014.0,65.7652443836,6037,CA,06037,Los Angeles County,Los Angeles County_2014
152,,"Los Angeles County, CA",6037.0,75-84 years,75-84,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,23.0,71664.0,32.094,0.056%,2014,0.056,23.0,71664.0,32.0942174593,6037,CA,06037,Los Angeles County,Los Angeles County_2014
153,,"Marin County, CA",6041.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,16134.0,Unreliable,0.029%,2014,0.029,12.0,16134.0,74.3770918557,6041,CA,06041,Marin County,Marin County_2014
154,,"Monterey County, CA",6053.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,11726.0,Unreliable,0.034%,2014,0.034,14.0,11726.0,119.39280232,6053,CA,06053,Monterey County,Monterey County_2014
155,,"Orange County, CA",6059.0,15-24 years,15-24,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,77332.0,Unreliable,0.027%,2014,0.027,11.0,77332.0,14.224383179,6059,CA,06059,Orange County,Orange County_2014
156,,"Orange County, CA",6059.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,80283.0,Unreliable,0.044%,2014,0.044,18.0,80283.0,22.4206868204,6059,CA,06059,Orange County,Orange County_2014
157,,"Orange County, CA",6059.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,10.0,82499.0,Unreliable,0.024%,2014,0.024,10.0,82499.0,12.1213590468,6059,CA,06059,Orange County,Orange County_2014
158,,"Orange County, CA",6059.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,44.0,86654.0,50.777,0.107%,2014,0.107,44.0,86654.0,50.7766519722,6059,CA,06059,Orange County,Orange County_2014
159,,"Orange County, CA",6059.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,21.0,77700.0,27.027,0.051%,2014,0.051,21.0,77700.0,27.027027027,6059,CA,06059,Orange County,Orange County_2014
160,,"Orange County, CA",6059.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,20.0,74184.0,26.960,0.048%,2014,0.048,20.0,74184.0,26.9599913728,6059,CA,06059,Orange County,Orange County_2014
161,,"Orange County, CA",6059.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,36.0,79626.0,45.211,0.087%,2014,0.087,36.0,79626.0,45.2113631226,6059,CA,06059,Orange County,Orange County_2014
162,,"Orange County, CA",6059.0,45-54 years,45-54,Female,F,White,2106-3,Hispanic or Latino,2135-2,13.0,63076.0,Unreliable,0.031%,2014,0.031,13.0,63076.0,20.6100577082,6059,CA,06059,Orange County,Orange County_2014
163,,"Orange County, CA",6059.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,42.0,107806.0,38.959,0.102%,2014,0.102,42.0,107806.0,38.9588705638,6059,CA,06059,Orange County,Orange County_2014
164,,"Orange County, CA",6059.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,34.0,63319.0,53.696,0.082%,2014,0.082,34.0,63319.0,53.6963628611,6059,CA,06059,Orange County,Orange County_2014
165,,"Orange County, CA",6059.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,85.0,108923.0,78.037,0.206%,2014,0.206,85.0,108923.0,78.0367782746,6059,CA,06059,Orange County,Orange County_2014
166,,"Orange County, CA",6059.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,50.0,104831.0,47.696,0.121%,2014,0.121,50.0,104831.0,47.6958151692,6059,CA,06059,Orange County,Orange County_2014
167,,"Orange County, CA",6059.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,33.0,34468.0,95.741,0.080%,2014,0.08,33.0,34468.0,95.7409771382,6059,CA,06059,Orange County,Orange County_2014
168,,"Orange County, CA",6059.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,106.0,103822.0,102.098,0.257%,2014,0.257,106.0,103822.0,102.097821271,6059,CA,06059,Orange County,Orange County_2014
169,,"Orange County, CA",6059.0,65-74 years,65-74,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,76446.0,Unreliable,0.044%,2014,0.044,18.0,76446.0,23.5460324935,6059,CA,06059,Orange County,Orange County_2014
170,,"Orange County, CA",6059.0,65-74 years,65-74,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,14842.0,Unreliable,0.027%,2014,0.027,11.0,14842.0,74.1140008085,6059,CA,06059,Orange County,Orange County_2014
171,,"Orange County, CA",6059.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,67574.0,38.476,0.063%,2014,0.063,26.0,67574.0,38.4763370527,6059,CA,06059,Orange County,Orange County_2014
172,,"Orange County, CA",6059.0,75-84 years,75-84,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,34955.0,Unreliable,0.029%,2014,0.029,12.0,34955.0,34.3298526677,6059,CA,06059,Orange County,Orange County_2014
173,,"Placer County, CA",6061.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,20443.0,Unreliable,0.041%,2014,0.041,17.0,20443.0,83.15804921,6061,CA,06061,Placer County,Placer County_2014
174,,"Placer County, CA",6061.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,21434.0,Unreliable,0.024%,2014,0.024,10.0,21434.0,46.6548474386,6061,CA,06061,Placer County,Placer County_2014
175,,"Placer County, CA",6061.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,19506.0,Unreliable,0.041%,2014,0.041,17.0,19506.0,87.152670973,6061,CA,06061,Placer County,Placer County_2014
176,,"Riverside County, CA",6065.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,49240.0,Unreliable,0.024%,2014,0.024,10.0,49240.0,20.3086921202,6065,CA,06065,Riverside County,Riverside County_2014
177,,"Riverside County, CA",6065.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,13.0,79287.0,Unreliable,0.031%,2014,0.031,13.0,79287.0,16.3961305132,6065,CA,06065,Riverside County,Riverside County_2014
178,,"Riverside County, CA",6065.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,51221.0,Unreliable,0.046%,2014,0.046,19.0,51221.0,37.0941605982,6065,CA,06065,Riverside County,Riverside County_2014
179,,"Riverside County, CA",6065.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,14.0,48247.0,Unreliable,0.034%,2014,0.034,14.0,48247.0,29.0173482289,6065,CA,06065,Riverside County,Riverside County_2014
180,,"Riverside County, CA",6065.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,21.0,71373.0,29.423,0.051%,2014,0.051,21.0,71373.0,29.4228910092,6065,CA,06065,Riverside County,Riverside County_2014
181,,"Riverside County, CA",6065.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,33.0,49209.0,67.061,0.080%,2014,0.08,33.0,49209.0,67.0609034933,6065,CA,06065,Riverside County,Riverside County_2014
182,,"Riverside County, CA",6065.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,41.0,63523.0,64.544,0.099%,2014,0.099,41.0,63523.0,64.5435511547,6065,CA,06065,Riverside County,Riverside County_2014
183,,"Riverside County, CA",6065.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,46.0,60822.0,75.631,0.111%,2014,0.111,46.0,60822.0,75.6305284272,6065,CA,06065,Riverside County,Riverside County_2014
184,,"Riverside County, CA",6065.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,80.0,64679.0,123.688,0.194%,2014,0.194,80.0,64679.0,123.687750274,6065,CA,06065,Riverside County,Riverside County_2014
185,,"Riverside County, CA",6065.0,55-64 years,55-64,Female,F,White,2106-3,Hispanic or Latino,2135-2,12.0,36371.0,Unreliable,0.029%,2014,0.029,12.0,36371.0,32.9933188529,6065,CA,06065,Riverside County,Riverside County_2014
186,,"Riverside County, CA",6065.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,42.0,67910.0,61.847,0.102%,2014,0.102,42.0,67910.0,61.8465616257,6065,CA,06065,Riverside County,Riverside County_2014
187,,"Riverside County, CA",6065.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,13.0,8256.0,Unreliable,0.031%,2014,0.031,13.0,8256.0,157.46124031,6065,CA,06065,Riverside County,Riverside County_2014
188,,"Riverside County, CA",6065.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,37.0,34767.0,106.423,0.090%,2014,0.09,37.0,34767.0,106.422757212,6065,CA,06065,Riverside County,Riverside County_2014
189,,"Riverside County, CA",6065.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,84.0,66881.0,125.596,0.204%,2014,0.204,84.0,66881.0,125.596208191,6065,CA,06065,Riverside County,Riverside County_2014
190,,"Riverside County, CA",6065.0,65-74 years,65-74,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,24.0,58569.0,40.977,0.058%,2014,0.058,24.0,58569.0,40.9773088152,6065,CA,06065,Riverside County,Riverside County_2014
191,,"Riverside County, CA",6065.0,65-74 years,65-74,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,16632.0,Unreliable,0.027%,2014,0.027,11.0,16632.0,66.1375661376,6065,CA,06065,Riverside County,Riverside County_2014
192,,"Riverside County, CA",6065.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,37.0,53449.0,69.225,0.090%,2014,0.09,37.0,53449.0,69.2248685663,6065,CA,06065,Riverside County,Riverside County_2014
193,,"Riverside County, CA",6065.0,75-84 years,75-84,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,15.0,31026.0,Unreliable,0.036%,2014,0.036,15.0,31026.0,48.3465480565,6065,CA,06065,Riverside County,Riverside County_2014
194,,"Sacramento County, CA",6067.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,17.0,49925.0,Unreliable,0.041%,2014,0.041,17.0,49925.0,34.0510766149,6067,CA,06067,Sacramento County,Sacramento County_2014
195,,"Sacramento County, CA",6067.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,24.0,50465.0,47.558,0.058%,2014,0.058,24.0,50465.0,47.5577132666,6067,CA,06067,Sacramento County,Sacramento County_2014
196,,"Sacramento County, CA",6067.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,20.0,44139.0,45.311,0.048%,2014,0.048,20.0,44139.0,45.3114026145,6067,CA,06067,Sacramento County,Sacramento County_2014
197,,"Sacramento County, CA",6067.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,22.0,43914.0,50.098,0.053%,2014,0.053,22.0,43914.0,50.0979186592,6067,CA,06067,Sacramento County,Sacramento County_2014
198,,"Sacramento County, CA",6067.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,33.0,53703.0,61.449,0.080%,2014,0.08,33.0,53703.0,61.4490810569,6067,CA,06067,Sacramento County,Sacramento County_2014
199,,"Sacramento County, CA",6067.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,11.0,10426.0,Unreliable,0.027%,2014,0.027,11.0,10426.0,105.505467101,6067,CA,06067,Sacramento County,Sacramento County_2014
200,,"Sacramento County, CA",6067.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,81.0,52065.0,155.575,0.196%,2014,0.196,81.0,52065.0,155.574762316,6067,CA,06067,Sacramento County,Sacramento County_2014
201,,"Sacramento County, CA",6067.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,40.0,55910.0,71.544,0.097%,2014,0.097,40.0,55910.0,71.5435521374,6067,CA,06067,Sacramento County,Sacramento County_2014
202,,"Sacramento County, CA",6067.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,11.0,7963.0,Unreliable,0.027%,2014,0.027,11.0,7963.0,138.138892377,6067,CA,06067,Sacramento County,Sacramento County_2014
